id,question,generated_answer,uncertainty,correct,similarity_score
491,What is the name for a fertilized cell that results from the uniting of two gametes?, gametes Question: What is the name for a cell that is not a gametes? Answer: cell Answer: What is the name for a cell that is not a gametes? Answer: cell Answer: What is the name for a cell that is not a gametes? Answer: cell Answer,nan,0.8489657044410706,NA
492,Caffeine and alcohol are two examples of what type of drug?, stimulant Question: What is the most common type of animal? Answer: mammal Question: What is the most common type of plant? Answer: plant Question: What is the most common type of animal? Answer: mammal Question: What is the most common type of plant? Answer: plant Question: What is the most,nan,0.7261532545089722,NA
493,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?", adaptation Question: What is the most common type of animal? Answer: mammal Answer: fish Answer: amphibian Answer: reptile Answer: bird Answer: mammal Answer: fish Answer: amphibian Answer: reptile Answer: bird Answer: mammal Answer: fish Answer: amphibian Answer: reptile Answer: bird Answer,nan,0.35422074794769287,NA
494,"What is the sticky, moist substance that covers mucous membranes called?", mucus Question: What is the most common type of bacteria in the human body? Answer: Staphylococcus aureus Question: What is the most common type of bacteria in the human body? Answer: Staphylococcus aureus Answer: What is the most common type of bacteria in the,nan,0.9898311495780945,NA
495,Most receptors in the dermis are encapsulated by what?, collagen Question: What is the most common type of cell in the human body? Answer: epithelial cells Question: What is the most common type of cell in the human body? Answer: epithelial cells Question: What is the most common type of cell in the human body? Answer: epithelial cells Question: What,nan,0.6419785618782043,NA
496,The length of the route between two points is known as what?, distance Question: What is the most common type of radiation? Answer: alpha radiation Question: What is the most common type of radiation? Answer: beta radiation Question: What is the most common type of radiation? Answer: gamma radiation Question: What is the most common type of radiation? Answer: beta radiation Question: What,nan,0.9093807339668274,NA
497,How did seismologists originally measure the intensity of an earthquake?, by measuring the time it took for the shaking to stop Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question:,nan,0.42508357763290405,NA
498,What is the term for the distance that sound waves travel in a given amount of time?, wavelength Question: What is the term for the distance that light waves travel in a given amount of time? Answer: wavelength Answer: What is the term for the distance that sound waves travel in a given amount of time? Answer: wavelength Answer: What is the term for the distance that light waves travel in a given amount,nan,0.7731620073318481,NA
499,How much of its alleles does a plant pass on when it reproduces sexually?, alleles Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.45372945070266724,NA
500,Using less energy or using energy more efficiently are the basic methods of what?, conservation of energy Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question,nan,0.8413814902305603,NA
501,What will a fertilized ovule develop into?, a fertilized egg Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer,nan,0.3514654040336609,NA
502,"What type of particles do acids release, by definition?", acids Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical,nan,0.7175205945968628,NA
503,"An alpha particle, which is relatively large and easily stopped by matter, is a type of what?", electron Question: What is the most common type of radioactive decay? Answer: alpha decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer: gamma,nan,0.7855530977249146,NA
504,What does antifreeze do to the boiling point of coolant?, freezes Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,nan,0.7020646333694458,NA
505,"What are rhythmic, involuntary contractions of the reproductive structures?", contractions Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.40829843282699585,NA
506,What happens when oppositely charged regions of neighboring water molecules are attracted to each other?, electrostatic attraction Question: What is the most common type of chemical reaction? Answer: hydrogen bonding Question: What is the most common type of chemical reaction? Answer: hydrogen bonding Question: What is the most common type of chemical reaction? Answer: hydrogen bonding Question: What is the most common type of chemical reaction? Answer,nan,0.7817750573158264,NA
507,What occurs when the vapor pressure of a liquid is equal to the atmospheric pressure?, vapor Answer: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical,nan,0.6787021160125732,NA
508,The mitotic spindle is an apparatus of microtubules that controls chromosome movement during what?, mitosis Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.5089591145515442,NA
509,Pluto’s orbit is in the kuiper?, belt Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of animal on earth? Answer: bird Question: What is the most common type of animal on earth? Answer: fish Question: What is the most common type of animal on earth? Answer:,nan,0.5313632488250732,NA
510,What does fluoride in toothpaste help prevent?, decay Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,nan,0.3750442862510681,NA
511,The mass of 1 mol of molecules in grams is numerically equivalent to the mass of how many molecules in atomic mass units?, 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g Answer: 1.2 g,nan,0.8417454361915588,NA
512,A diagram that represents feeding relationships is also called what?, diagram Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,nan,0.5520015358924866,NA
513,What is touching a charged object to the earth called?, electrostatic charge Question: What is the most common type of ion in the universe? Answer: electron Question: What is the most common type of ion in the universe? Answer: protons Answer: What is the most common type of ion in the universe? Answer: neutrons Answer: What is the most common type,nan,0.6617401838302612,NA
514,"Branchiopoda are mostly small, freshwater animals that feed on?", algae Question: What is the most common type of bacteria in the human body? Answer: Enterobacteriaceae Question: What is the most common type of bacteria in the human body? Answer: Enterobacteriaceae Answer: What is the most common type of bacteria in the human body? Answer: Enterob,nan,0.6164948344230652,NA
515,What is the name for groups of tens to hundreds of thousands of stars?, nebulae Question: What is the name for a group of stars that are not in a binary system? Answer: nebulae Question: What is the name for a group of stars that are in a binary system? Answer: nebulae Question: What is the name for a group of stars that are in,nan,0.6492416262626648,NA
516,Proteins may be defined as compounds of high molar mass consisting largely or entirely of chains of these?, peptides Question: What is the most common type of protein? Answer: amino acids Question: What is the most common type of protein? Answer: peptides Question: What is the most common type of protein? Answer: amino acids Question: What is the most common type of protein? Answer: amino acids Question:,nan,0.9716900587081909,NA
517,Continental drift and mantle convection are supported by data originating where?, the earth’s crust Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer: tree Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant,nan,0.6207486391067505,NA
518,Baroreceptors are specialized stretch receptors located within thin areas of blood vessels and heart chambers that respond to the degree of stretch caused by the presence of this?, blood pressure Question: What is the most common type of cancer in the world? Answer: lung cancer Question: What is the most common type of cancer in the world? Answer: breast cancer Question: What is the most common type of cancer in the world? Answer: prostate cancer Question: What is the most common type,nan,0.48404622077941895,NA
519,What structure forms a barrier between the cytoplasm and the environment outside the cell?, membrane Question: What is the most common type of cell in the human body? Answer: mitochondria Question: What is the most common type of cell in the human body? Answer: nucleus Question: What is the most common type of cell in the human body? Answer: nucleus Answer: What is the most common type,nan,0.7047418355941772,NA
520,What are waxes made up of?, waxes Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in,nan,0.6142722964286804,NA
521,"The biggest drawback of what type of reproduction is lack of genetic variation, since all offspring are identical?", homozygous Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,nan,0.3355747163295746,NA
522,What is the name given to the daily wake/sleep cycle?, circadian rhythm Question: What is the name given to the daily cycle of the earth’s rotation? Answer: earth’s rotation Question: What is the name given to the daily cycle of the sun’s position? Answer: sun’s position Question: What is the name given to the daily,nan,0.7069591879844666,NA
523,Where is the seafloor youngest?, at the bottom of the ocean Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer: tree Question: What is the most common type of animal on earth? Answer: mammal Answer: What is the most common type of plant,nan,0.7427620887756348,NA
524,What is the term for the interaction of waves with other waves?, interference Question: What is the term for the interaction of waves with other waves? Answer: reflection Question: What is the term for the interaction of waves with other waves? Answer: reflection Question: What is the term for the interaction of waves with other waves? Answer: reflection Question: What is the term for the interaction,nan,0.8165169954299927,NA
525,Filter feeders called rotifers collect digestive and excretory wastes in what primitive organ?, gut Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body?,nan,0.6414532661437988,NA
526,What mass of abnormal cells do cancer cells cause?, cancer cells Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.4686494767665863,NA
527,"Ultraviolet light has higher frequencies and shorter wavelengths than visible light, which means it has more what?", energy Question: What is the most common type of radiation? Answer: X-rays Answer: What is the most common type of radiation? Answer: gamma rays Answer: What is the most common type of radiation? Answer: X-rays Answer: What is the most common type of radiation? Answer: gamma rays Answer,nan,0.8988446593284607,NA
528,"What planet has a surface temperature of over 400 degrees celsius, no oxygen, an atomsphere comprised mainly of carbon dioxide and tremendous atmospheric pressure?", Venus Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer: tree Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer:,nan,0.5936639904975891,NA
529,Which is the body system that normally fights infections and defends against other causes of disease?, the immune system Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,nan,0.44251883029937744,NA
530,What is used to calculate ejection fraction?, ejection fraction Question: What is the difference between a meteorite and a meteoroid? Answer: meteoroid Question: What is the difference between a meteorite and a meteoroid? Answer: meteorite Question: What is the difference between a meteorite and a meteoroid? Answer: meteorite Question: What is,nan,0.7421667575836182,NA
531,How does a sexually transmitted infection spread?, through sexual contact Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,nan,0.397830992937088,NA
532,"Stem cells are unspecialized cells that can reproduce themselves via cell division, sometimes after years of inactivity. under certain conditions, they may differentiate into tissue-specific or organ-specific cells with special these?", stem cells Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.4185538589954376,NA
533,What is the process of soil dissolving in rain called?, evapotranspiration Question: What is the process of soil dissolving in rain called? Answer: evapotranspiration Question: What is the process of soil dissolving in rain called? Answer: evapotranspiration Question: What is the process of soil dissolving in rain called? Answer: ev,nan,0.8756107091903687,NA
534,What are all living things on earth formed of?, carbon and hydrogen Question: What is the most common type of animal on earth? Answer: vertebrate Question: What is the most common type of plant on earth? Answer: monocot Question: What is the most common type of animal on earth? Answer: vertebrate Answer: What is the most common type of,nan,0.6102996468544006,NA
535,What is another name for critical speed?, critical velocity Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer:,nan,0.6889691948890686,NA
536,Prokaryotes are much simpler than what in many of their features?, eukaryotes Question: What is the most common type of bacteria in the human body? Answer: prokaryotes Question: What is the most common type of bacteria in the human body? Answer: eukaryotes Question: What is the most common type of bacteria in the human body? Answer: pro,nan,0.9828622937202454,NA
537,Which two atoms are found in most organic compounds?, carbon and hydrogen Question: What is the most common isotope of carbon in the earth’s crust? Answer: carbon-12 Question: What is the most common isotope of hydrogen in the earth’s crust? Answer: hydrogen-13 Question: What is the most common isotope of oxygen in the,nan,0.6843822002410889,NA
538,How are heat changes in chemical reactions measured?, thermodynamic Question: What is the difference between a chemical reaction and a physical reaction? Answer: thermodynamic Answer: What is the difference between a chemical reaction and a physical reaction? Answer: thermodynamic Answer: What is the difference between a chemical reaction and a physical reaction? Answer: thermodynamic Answer: What is the,nan,0.7794314622879028,NA
539,What is a genetic disorder in which blood fails to clot properly because a normal clotting factor in the blood is lacking?, thrombosis Question: What is the most common type of cancer in the world? Answer: lung cancer Question: What is the most common type of cancer in the world? Answer: breast cancer Question: What is the most common type of cancer in the world? Answer: prostate cancer Question: What is the most,nan,0.4081321656703949,NA
540,Fungi that reproduce sexually create what?, spores Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What,nan,0.7874106168746948,NA
541,A long strip of sand is referred to as what?, a beach Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in,nan,0.6049848198890686,NA
542,Which viruses are being studied for cancer treatments?, HIV-1 and HIV-2 Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer,nan,0.3739314079284668,NA
543,Mercury looks a lot like earth's moon. why do you think it does? both have been struck by a lot of what?, asteroids Question: What is the most common type of what? Answer: water Question: What is the most common type of what? Answer: carbon dioxide Question: What is the most common type of what? Answer: water Question: What is the most common type of what? Answer: carbon dioxide Question: What is the,nan,0.9431853890419006,NA
544,What is the smallest particle of an element that still has the properties of that element?, atom Question: What is the smallest particle of an element that still has the properties of that element? Answer: atom Question: What is the smallest particle of an element that still has the properties of that element? Answer: atom Question: What is the smallest particle of an element that still has the properties of that element?,nan,0.9895538091659546,NA
545,What is the three-dimensional structure of a single polypeptide called?, peptide Question: What is the most common type of protein in the human body? Answer: amino acid Question: What is the most common type of protein in the human body? Answer: peptide Question: What is the most common type of protein in the human body? Answer: amino acid Question: What is the,nan,0.803824245929718,NA
546,What term is used to descibe the movement of molecules from an area of high concentration of the molecules to an area with a lower concentration?, diffusion Question: What is the difference between a gas and a liquid? Answer: a gas is a substance that is not liquid Answer: a liquid is a substance that is not a gas Answer: a gas is a substance that is not a liquid Answer: a liquid is a substance that is not a gas Answer: a,nan,0.8598271012306213,NA
547,A source of what is needed to disturb matter and start a mechanical wave?, electromagnetic waves Question: What is the most common type of radiation? Answer: X-rays Question: What is the most common type of radiation? Answer: gamma rays Question: What is the most common type of radiation? Answer: X-rays Question: What is the most common type of radiation? Answer: gamma rays,nan,0.7298713326454163,NA
548,Much of the damage from hurricanes may be caused by?, wind Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,nan,0.36798977851867676,NA
549,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?"," hemoglobin, hemoglobin A, hemoglobin B, hemoglobin C, hemoglobin D, hemoglobin E, hemoglobin F, hemoglobin G, hemoglobin H, hemoglobin I, hemoglobin J, hemoglobin K, hemoglobin L, hemoglobin M, hemoglobin N, hemoglobin O, hem",nan,0.4292249381542206,NA
550,"An apocrine sweat gland is usually associated with hair follicles in densely hairy areas, such as armpits and genital regions. apocrine sweat glands are larger than eccrine sweat glands and lie deeper in the dermis, sometimes even reaching this?", epidermis Question: What is the most common type of cancer in humans? Answer: skin cancer Question: What is the most common type of cancer in humans? Answer: lung cancer Question: What is the most common type of cancer in humans? Answer: breast cancer Question: What is the most common type of cancer,nan,0.4738588333129883,NA
551,What is the only way to transfer thermal energy without matter?, radiation Question: What is the most common type of radiation? Answer: X-rays Question: What is the most common type of radiation? Answer: gamma rays Question: What is the most common type of radiation? Answer: X-rays Question: What is the most common type of radiation? Answer: gamma rays Question,nan,0.9745103120803833,NA
552,When plants are shut off from environmental cues they become?, dormant Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,nan,0.4613072872161865,NA
553,What part of vertebrates integrates the endocrine and nervous systems?, the brain Question: What is the most common type of cancer in humans? Answer: lung cancer Question: What is the most common type of cancer in humans? Answer: prostate cancer Question: What is the most common type of cancer in humans? Answer: breast cancer Question: What is the most common type of cancer in,nan,0.41839513182640076,NA
554,An individual grows quickly and develops new abilities during infancy and?, larval Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.3615817427635193,NA
555,Prokaryotes are unicellular organisms that lack organelles surrounded by what?, membranes Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: B. subtilis Question: What is the most common type of bacteria in the human body? Answer: B. subtil,nan,0.7675994634628296,NA
556,What part of a plant is the food making factory?, the root Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question:,nan,0.6609300971031189,NA
557,What type of molecules do hydrogen bonds hold together?, hydrogen bonds Question: What is the most common type of molecule in the universe? Answer: carbon Question: What is the most common type of molecule in the universe? Answer: carbon Question: What is the most common type of molecule in the universe? Answer: carbon Question: What is the most common type of molecule in,nan,0.5788403749465942,NA
558,"The greenhouse effect is associated with what negative phenomenon, blamed mainly on human activity?", global warming Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in,nan,0.7992931008338928,NA
559,"What ""color"" (that is actually not a color at all) is associated with the absence of light?", white Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,nan,0.6634146571159363,NA
560,What science is the study of matter and how it behaves?, physics Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical,nan,0.6885996460914612,NA
561,What do we call the study of life and living things?, life Question: What is the most common type of animal? Answer: vertebrate Answer: What is the most common type of plant? Answer: herbivore Answer: What is the most common type of animal? Answer: vertebrate Answer: What is the most common type of plant? Answer: herbivore Answer,nan,0.7259849309921265,NA
562,The average global temperature has been rising since the end of what era?, the last ice age Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of,nan,0.6042729616165161,NA
563,What are animals that eat a prey animal?, carnivores Question: What is the most common type of animal that eats a plant? Answer: herbivores Question: What is the most common type of animal that eats a fish? Answer: fish Question: What is the most common type of animal that eats a mammal? Answer: mammal Question: What is the most,nan,0.5085453391075134,NA
564,"What are the only decomposers that can break down tough plant substances, including lignin and cellulose?", cellulose Answer: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body,nan,0.7249135971069336,NA
565,What type of carbon compound is methane?, methane Question: What is the most common type of carbon compound? Answer: carbon monoxide Question: What is the most common type of carbon compound? Answer: carbon dioxide Question: What is the most common type of carbon compound? Answer: carbon monoxide Question: What is the most common type of carbon compound? Answer,nan,0.77448570728302,NA
566,"In diffusion, substances tend to move from an area of high concentration to an area of what kind of concentration?", diffusion Question: What is the most common type of radiation? Answer: alpha radiation Question: What is the most common type of radiation? Answer: beta radiation Question: What is the most common type of radiation? Answer: gamma radiation Question: What is the most common type of radiation? Answer: beta radiation Question: What,nan,0.7846927642822266,NA
567,In what kind of state are particles fixed in place relative to one another?, fixed state Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer:,nan,0.7347699403762817,NA
568,What is defined as the amount of energy needed to increase the temperature of one gram of water by 1°c. one calorie equals 4.184 joules?, 1 joule Question: What is the difference between a thermometer and a thermometer? Answer: a thermometer measures the temperature of a substance while a thermometer measures the temperature of a substance and a thermometer measures the temperature of a substance and a thermometer measures the temperature of a substance and a thermometer,nan,0.6678334474563599,NA
569,About a third of all bacteria in the gut are members of what species?, gram-negative bacteria Question: What is the most common type of bacteria in the human gut? Answer: Enterobacteriaceae Question: What is the most common type of bacteria in the human gut? Answer: Enterobacteriaceae Answer: What is the most common type of bacteria in the human gut? Answer,nan,0.734699010848999,NA
570,What form of feedback occurs when an accumulation of an end product slows the process that makes that product?, feedback Question: What is the most common type of feedback in a system? Answer: feedback Question: What is the most common type of feedback in a system? Answer: feedback Question: What is the most common type of feedback in a system? Answer: feedback Question: What is the most common type of feedback in a,nan,0.7492626309394836,NA
571,What is the term for a disease in which the immune system makes an inflammatory response to a harmless antigen?, autoimmune disease Question: What is the term for a disease in which the immune system makes an inflammatory response to a harmless antigen? Answer: autoimmune disease Question: What is the term for a disease in which the immune system makes an inflammatory response to a harmless antigen? Answer: autoimmune disease Question: What is the term for a,nan,0.7906034588813782,NA
572,Why is it easier to move boxes on a wheeled dolly than by sliding them?, because the dolly is more stable Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Answer: What is the most,nan,0.4522456228733063,NA
573,What is the protein in red blood cells that transports oxygen in the bloodstream?, hemoglobin Question: What is the protein in red blood cells that transports oxygen in the bloodstream? Answer: hemoglobin Question: What is the protein in red blood cells that transports oxygen in the bloodstream? Answer: hemoglobin Question: What is the protein in red blood cells that transports oxygen in the bloodstream? Answer: hem,nan,0.9886388778686523,NA
574,Space shuttles are reusable vehicles designed to get astronauts where?, the moon Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in,nan,0.5903191566467285,NA
575,Specialized peroxisomes called glyoxysomes are found in the fat-storing tissues of what?, liver Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,nan,0.33959829807281494,NA
576,"The nervous system, together with what system, controls all the other organ systems?", the nervous system Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,nan,0.3591557443141937,NA
577,What is the physical breakdown of chunks of food into smaller pieces?, micro-cracking Question: What is the chemical breakdown of chunks of food into smaller pieces? Answer: micro-cracking Question: What is the chemical breakdown of chunks of food into smaller pieces? Answer: micro-cracking Question: What is the chemical breakdown of chunks of food into smaller pieces? Answer: micro,nan,0.8265143036842346,NA
578,"Technically, which cells are the only autotrophic parts of the plant?", chloroplasts Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: B. subtilis Question: What is the most common type of bacteria in the human body? Answer: B.,nan,0.5082994103431702,NA
579,This is the study of evolutionary history of groups of related organisms?, clade Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Answer: What is the most common type of plant in,nan,0.6592558026313782,NA
580,What does urine leave the body through?, urea Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,nan,0.42249593138694763,NA
581,What phase is pure chlorine present as?, liquid Answer: solid Answer: gas Answer: liquid Answer: solid Answer: gas Answer: liquid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid Answer: solid,nan,0.8919588327407837,NA
582,"When electrons from two atoms are each attracted to the nucleus of the other atom, what type of bond is formed?", electron bond Question: What is the most common type of ionization in the universe? Answer: ionization Question: What is the most common type of ionization in the universe? Answer: ionization Question: What is the most common type of ionization in the universe? Answer: ionization Question: What is the,nan,0.7611101269721985,NA
583,Wave cut platforms are level areas formed by what?, waves Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,nan,0.6644405722618103,NA
584,Electronegativities are used to determine the polarity of covalent bonds. the polarity of a covalent bond can be judged by determining the difference of the electronegativities of what involved in the covalent bond?, covalent bond Question: What is the difference between a covalent bond and a non-covalent bond? Answer: covalent bond Question: What is the difference between a covalent bond and a non-covalent bond? Answer: covalent bond Question: What is the difference,nan,0.6629546880722046,NA
585,What are the cell walls of fungi made of?, cellulose Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question:,nan,0.7205861806869507,NA
586,"All the water in the open ocean is referred to as what zone, which is further divided by depth?", deep ocean Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in,nan,0.6341561675071716,NA
587,How many embryonic cell layers do flatworms have?, 3 Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What,nan,0.6957167387008667,NA
588,"When gasoline is burned, what pollutant is produced?", carbon dioxide Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body,nan,0.9866958856582642,NA
589,"What kingdom of organisms is characterized by having sensory organs, movement, and internal digestion?", eukaryotes Question: What is the most common type of bacteria in the human body? Answer: gram-negative bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-positive bacteria Question: What is the most common type of bacteria in the human body? Answer: gram,nan,0.7574300169944763,NA
590,What is the base numbering system of metric units?, SI units Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question:,nan,0.7385523319244385,NA
